valuedatetime,Month,datavalue,variable,units,sitecode,sitename,site-variable,year
8/13/2003 7:30,,0.13,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
8/13/2003 8:30,,0.12,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
8/13/2003 11:00,,0.14,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
8/13/2003 12:00,,0.13,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
9/30/2003 8:30,,0.08,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
9/30/2003 9:30,,0.28,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
9/30/2003 12:30,,1.05,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
9/30/2003 13:30,,0.18,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/3/2003 7:30,,0.71,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/3/2003 8:30,,1.09,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/3/2003 11:00,,0.82,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/3/2003 12:00,,0.39,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/26/2003 7:30,,0.42,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/26/2003 8:30,,0.45,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/26/2003 11:00,,0.34,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
11/26/2003 12:00,,0.29,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2003
4/6/2004 14:25,,0.68,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
4/6/2004 15:25,,0.7,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
6/29/2004 9:10,,0.1,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
6/29/2004 10:10,,0.13,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
6/29/2004 14:32,,0.09,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
6/29/2004 15:32,,0.09,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
7/28/2004 8:20,,0.14,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
7/28/2004 9:20,,0.15,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
7/28/2004 14:20,,0.12,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
7/28/2004 15:20,,0.12,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
8/27/2004 9:48,,0.3,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
8/27/2004 10:48,,0.3,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
8/27/2004 15:22,,0.23,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
8/27/2004 16:22,,0.23,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
10/25/2004 10:29,,0.17,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
10/25/2004 11:29,,0.14,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
10/25/2004 14:40,,0.12,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
10/25/2004 15:40,,0.12,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
11/23/2004 9:48,,0.25,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
11/23/2004 10:48,,0.26,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
11/23/2004 13:40,,0.22,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
11/23/2004 14:40,,0.23,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
12/21/2004 8:50,,0.37,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
12/21/2004 9:50,,0.36,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
12/21/2004 13:00,,0.42,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
12/21/2004 14:00,,0.42,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2004
4/28/2005 9:50,,0.77,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
4/28/2005 10:50,,0.76,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
4/28/2005 14:33,,0.81,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
4/28/2005 15:33,,0.87,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
5/18/2005 8:45,,0.65,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
5/18/2005 9:45,,0.63,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
5/18/2005 13:20,,0.48,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
5/18/2005 14:20,,0.46,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
6/20/2005 8:45,,0.93,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
6/20/2005 9:45,,0.91,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
6/20/2005 15:45,,0.51,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
6/20/2005 16:45,,0.52,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
7/17/2005 10:07,,0.64,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
7/17/2005 11:07,,0.92,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
7/17/2005 13:54,,0.61,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
7/17/2005 14:54,,0.63,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
8/30/2005 9:45,,0.31,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
8/30/2005 10:45,,0.42,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
8/30/2005 14:45,,0.65,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
9/28/2005 9:05,,0.64,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
9/28/2005 10:05,,0.52,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
9/28/2005 14:27,,0.57,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
9/28/2005 15:27,,0.6,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
10/31/2005 9:50,,2.06,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
10/31/2005 10:50,,1.98,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
11/22/2005 9:08,,1.05,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
11/22/2005 10:08,,1.08,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
11/22/2005 14:10,,1.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
11/22/2005 15:10,,1.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
12/14/2005 10:10,,1.41,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
12/14/2005 11:10,,1.36,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
12/14/2005 15:13,,1,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
12/14/2005 16:13,,1.01,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2005
4/25/2006 10:10,,0.29,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
4/25/2006 11:10,,0.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
4/25/2006 14:21,,0.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
5/30/2006 8:52,,0.69,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
5/30/2006 9:52,,0.64,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
5/30/2006 13:10,,0.88,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
5/30/2006 14:10,,0.95,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
6/28/2006 9:10,,1.16,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
6/28/2006 10:10,,0.35,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
6/28/2006 14:12,,0.95,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
6/28/2006 15:12,,0.83,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
7/24/2006 8:29,,1.79,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
7/24/2006 9:29,,2.12,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
7/24/2006 12:10,,1.57,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
7/24/2006 13:10,,0.89,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
8/15/2006 9:39,,0.63,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
8/15/2006 10:39,,0.98,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
8/15/2006 14:21,,0.73,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
8/15/2006 15:21,,0.9,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
9/28/2006 8:58,,0.79,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
9/28/2006 9:58,,1.5,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
9/28/2006 13:40,,1.44,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
9/28/2006 14:40,,1.07,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
10/26/2006 8:07,,1.21,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
10/26/2006 9:07,,1.54,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
10/26/2006 13:10,,1.69,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
10/26/2006 14:10,,1.56,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
11/29/2006 9:24,,1.17,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
11/29/2006 14:05,,2.37,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
11/29/2006 15:05,,2.95,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2006
4/26/2007 12:05,,0.26,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
4/26/2007 13:05,,0.39,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
5/22/2007 8:23,,0.54,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
5/22/2007 9:23,,0.34,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
5/22/2007 13:49,,0.53,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
5/22/2007 14:49,,0.81,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
6/12/2007 7:50,,0.48,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
6/12/2007 8:50,,0.4,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
8/15/2007 7:48,,0.38,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
8/15/2007 13:32,,0.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
9/25/2007 8:43,,0.7,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
9/25/2007 9:43,,0.31,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
9/25/2007 13:56,,0.93,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
9/25/2007 14:56,,0.42,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
10/31/2007 8:35,,1.26,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
10/31/2007 9:35,,0.85,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
10/31/2007 13:59,,0.83,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
10/31/2007 14:59,,0.96,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
11/28/2007 7:40,,1.29,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
11/28/2007 8:40,,0.96,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
11/28/2007 13:17,,1.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
11/28/2007 14:17,,2.18,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
12/18/2007 9:34,,1.14,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
12/18/2007 10:34,,0.95,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
12/18/2007 15:40,,0.84,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
12/18/2007 16:40,,1.43,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2007
4/16/2008 9:21,,1.41,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
4/16/2008 10:21,,1.33,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
4/16/2008 14:08,,0.92,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
4/16/2008 15:08,,1.44,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
5/14/2008 7:48,,0.82,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
5/14/2008 8:48,,1.32,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
5/14/2008 13:34,,0.74,Silica As Sio2,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Silica As Sio2 - mg/l,2008
