valuedatetime,Month,Year,datavalue,dataqualitycode,variable,units,sitecode,sitename
11/13/2002 13:25,,,0.1205,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/13/2002 13:26,,,0.1213,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/5/2003 10:00,,,0.0161,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/5/2003 10:01,,,0.013,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/3/2003 9:18,,,0.0821,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/3/2003 9:19,,,0.0848,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/2/2003 9:29,,,0.0268,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/2/2003 9:30,,,0.0268,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/13/2003 8:44,,,0.0184,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/13/2003 8:45,,,0.0202,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/3/2003 12:24,,,0.1076,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/3/2003 12:25,,,0.0718,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/26/2003 8:39,,,0.1121,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/26/2003 8:40,,,0.1088,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/6/2004 8:09,,,0.1085,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/6/2004 8:10,,,0.1733,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/19/2004 8:36,,,0.1069,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/19/2004 8:37,,,0.1016,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/21/2004 8:00,,,0.0984,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/21/2004 8:01,,,0.0904,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/26/2004 13:30,,,0.0377,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/26/2004 13:31,,,0.0297,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/24/2004 12:38,,,0.0604,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/24/2004 12:39,,,0.0606,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/22/2004 13:00,,,0.0772,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/22/2004 13:01,,,0.0846,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/18/2004 9:14,,,0.0095,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/17/2004 8:45,,,0.1454,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/17/2004 8:46,,,0.1581,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/8/2004 13:15,,,0.1381,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/8/2004 13:16,,,0.1361,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/31/2005 12:54,,,0.0565,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/31/2005 12:55,,,0.0656,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/23/2005 8:03,,,0.1354,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/23/2005 8:04,,,0.0948,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/25/2005 8:54,,,0.007,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/25/2005 8:55,,,0.0945,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/24/2005 10:24,,,0.009,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/12/2005 13:47,,,0.0795,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/12/2005 13:48,,,0.1147,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/8/2005 11:14,,,0.1475,Bad,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/8/2005 11:15,,,0.6156,Bad,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/6/2005 12:45,,,0.2162,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/6/2005 12:46,,,0.2277,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/16/2006 10:10,,,0.132,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/16/2006 10:11,,,0.131,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/14/2006 8:41,,,0.11,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/14/2006 8:42,,,0.101,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/26/2006 8:09,,,0.026,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/26/2006 8:10,,,0.038,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/10/2006 8:14,,,0.012,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/10/2006 8:15,,,0.012,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/27/2006 10:29,,,0.032,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/27/2006 10:30,,,0.058,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/25/2006 9:49,,,0.094,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/25/2006 9:50,,,0.096,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/27/2006 11:43,,,0.138,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/27/2006 11:44,,,0.115,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/25/2007 12:24,,,0.1,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/25/2007 12:25,,,0.133,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/14/2007 15:15,,,0.112,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/14/2007 15:16,,,0.115,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/25/2007 14:29,,,0.015,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/25/2007 14:30,,,0.016,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/29/2007 7:17,,,0.01,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/29/2007 8:12,,,0.009,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/29/2007 8:40,,,0.005,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/17/2007 9:52,,,0.027,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/17/2007 9:53,,,0.026,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/17/2007 13:57,,,0.045,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/17/2007 14:33,,,0.049,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/17/2007 14:34,,,0.051,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/23/2007 14:33,,,0.033,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/23/2007 14:34,,,0.053,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/27/2007 8:16,,,0.156,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/27/2007 8:17,,,0.159,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/23/2008 9:34,,,0.053,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/23/2008 9:35,,,0.063,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/8/2008 9:32,,,0.082,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/8/2008 9:33,,,0.078,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2008 11:15,,,0.038,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/7/2008 11:16,,,0.023,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/28/2008 16:11,,,0.055,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/28/2008 16:12,,,0.047,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/24/2008 13:24,,,0.103,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/24/2008 13:25,,,0.1,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/20/2008 9:42,,,0.116,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/20/2008 9:43,,,0.132,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/29/2009 11:20,,,0.062,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/29/2009 11:21,,,0.061,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/26/2009 9:00,,,0.063,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/26/2009 9:01,,,0.11,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/29/2009 11:15,,,0.082,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/29/2009 11:16,,,0.067,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/29/2009 11:17,,,0.076,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/29/2009 13:31,,,0.065,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/26/2009 12:07,,,0.022,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/24/2009 11:09,,,0.011,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/22/2009 9:20,,,0.053,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/19/2009 8:39,,,0.051,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/7/2009 10:07,,,0.135,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/7/2009 10:08,,,0.138,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/7/2009 10:09,,,0.127,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/22/2010 12:46,,,0.118,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/22/2010 12:47,,,0.109,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/22/2010 12:48,,,0.107,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/27/2010 7:45,,,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/27/2010 7:46,,,0.024,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/27/2010 7:47,,,0.038,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/21/2010 14:47,,,0.011,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/27/2010 9:08,,,0.007,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
8/30/2010 9:12,,,0.022,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/29/2010 11:12,,,0.029,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/27/2010 10:08,,,0.1,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/27/2010 10:09,,,0.101,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/27/2010 10:10,,,0.1,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/16/2010 13:11,,,0.068,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/16/2010 13:12,,,0.11,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/9/2010 9:15,,,0.144,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
4/26/2011 13:52,,,0.007,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/23/2011 12:04,,,0.079,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/23/2011 12:05,,,0.064,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/23/2011 12:06,,,0.038,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
6/7/2011 11:40,,,0.089,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/18/2011 9:39,,,0.028,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/18/2011 9:40,,,0.037,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
7/18/2011 9:41,,,0.024,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
9/26/2011 16:08,,,0.051,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/24/2011 16:15,,,0.132,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/24/2011 16:16,,,0.13,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/24/2011 16:17,,,0.127,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
11/7/2011 15:25,,,0.067,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/5/2011 14:28,,,0.136,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/5/2011 14:29,,,0.12,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
12/5/2011 14:30,,,0.137,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
3/26/2012 10:40,,,0.006,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
5/30/2012 13:42,,,0.025,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/24/2012 13:55,,,0.06,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
10/24/2012 13:56,,,0.065,Good,"Nitrogen, Nitrite (No2) + Nitrate (No3) As N Diss",mg/l,GRBGB,GREAT BAY ESTUARY - GREAT BAY
