valuedatetime,Month,datavalue,variable,units,sitecode,sitename,site-variable,year
8/26/2002 9:00,,1.14,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
8/26/2002 14:00,,1.41,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
8/26/2002 15:00,,1.31,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
9/9/2002 7:30,,2.72,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
9/9/2002 8:30,,1.55,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
9/9/2002 13:30,,1.57,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
9/9/2002 14:30,,1.58,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
10/7/2002 7:30,,2.2,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
10/7/2002 12:15,,1.48,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
10/7/2002 13:15,,1.52,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
11/13/2002 6:30,,1.26,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
11/13/2002 7:30,,1.06,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
11/13/2002 12:15,,1.06,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
11/13/2002 13:15,,0.98,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2002
4/16/2003 5:30,,2.25,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
4/16/2003 6:30,,2,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
4/16/2003 11:30,,2.75,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
4/16/2003 12:30,,3.75,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
5/5/2003 8:30,,7.01,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
5/5/2003 9:30,,2.75,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
5/5/2003 13:00,,5.76,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
5/5/2003 14:00,,2.5,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
6/3/2003 12:00,,1.2,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
6/3/2003 13:00,,3.4,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
6/4/2003 9:30,,0.75,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
7/2/2003 12:30,,5.01,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
7/2/2003 13:30,,2.34,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
8/13/2003 7:30,,2,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
8/13/2003 8:30,,2.6,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
8/13/2003 11:00,,2,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
8/13/2003 12:00,,4.4,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
9/30/2003 8:30,,3,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
9/30/2003 9:30,,3.34,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
9/30/2003 12:30,,2,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
9/30/2003 13:30,,3,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/3/2003 7:30,,0.67,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/3/2003 8:30,,1,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/3/2003 11:00,,0.33,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/3/2003 12:00,,0.67,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/26/2003 7:30,,2.25,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/26/2003 8:30,,3.34,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/26/2003 11:00,,3,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
11/26/2003 12:00,,2.67,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2003
4/6/2004 10:45,,3.03,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
4/6/2004 11:45,,1.26,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
4/6/2004 14:25,,2.24,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
4/6/2004 15:25,,1.69,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
6/29/2004 9:10,,1.82,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
6/29/2004 10:10,,2.01,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
6/29/2004 14:32,,1.37,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
6/29/2004 15:32,,1.09,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
7/28/2004 8:20,,1.03,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
7/28/2004 9:20,,2.76,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
7/28/2004 14:20,,1.66,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
7/28/2004 15:20,,1.45,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
8/27/2004 9:48,,1.17,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
8/27/2004 10:48,,1.17,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
8/27/2004 15:22,,1.67,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
8/27/2004 16:22,,1.69,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
10/25/2004 10:29,,0.97,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
10/25/2004 11:29,,1.17,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
10/25/2004 14:40,,2.01,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
10/25/2004 15:40,,2.31,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
11/23/2004 9:48,,0.41,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
11/23/2004 10:48,,0.52,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
11/23/2004 13:40,,0.72,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
11/23/2004 14:40,,0.73,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
12/21/2004 8:50,,0.82,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
12/21/2004 9:50,,0.73,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
12/21/2004 13:00,,0.83,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
12/21/2004 14:00,,0.72,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2004
4/28/2005 9:50,,4.22,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
4/28/2005 10:50,,4.3,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
4/28/2005 14:33,,3.16,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
4/28/2005 15:33,,2.84,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
5/18/2005 8:45,,1.39,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
5/18/2005 9:45,,1.48,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
5/18/2005 13:20,,2.91,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
5/18/2005 14:20,,2.23,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
6/20/2005 8:45,,1.43,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
6/20/2005 9:45,,1.45,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
6/20/2005 15:45,,1.58,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
6/20/2005 16:45,,1.78,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
7/17/2005 10:07,,1.55,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
7/17/2005 11:07,,0.57,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
7/17/2005 13:54,,0.71,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
7/17/2005 14:54,,2.69,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
8/30/2005 9:45,,1.02,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
8/30/2005 10:45,,1.01,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
8/30/2005 15:45,,0.98,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
9/28/2005 9:05,,0.28,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
9/28/2005 10:05,,0.21,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
9/28/2005 14:27,,0.51,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
9/28/2005 15:27,,0.75,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
10/31/2005 14:42,,0.92,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
10/31/2005 15:42,,1.09,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
12/14/2005 10:10,,0.34,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
12/14/2005 11:10,,0.43,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
12/14/2005 16:13,,0.48,"Chlorophyll A, Corrected For Pheophytin",ug/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,"GRBCML - Chlorophyll A, Corrected For Pheophytin - ug/l",2005
