valuedatetime,datavalue,variable,units,sitecode,sitename,site-variable,year
7/10/02 6:00,0.014,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
7/10/02 7:00,0.0164,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
7/10/02 12:00,0.0228,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
7/10/02 13:00,0.0202,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
8/26/02 8:00,0.0103,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
8/26/02 9:00,0.019,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
8/26/02 14:00,0.0133,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
8/26/02 15:00,0.0127,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
9/9/02 7:30,0.0278,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
9/9/02 8:30,0.0279,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
9/9/02 13:30,0.0327,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
9/9/02 14:30,0.0327,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
10/7/02 6:30,0.0926,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
10/7/02 7:30,0.0926,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
10/7/02 12:15,0.0984,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
10/7/02 13:15,0.0979,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
11/13/02 6:30,0.1041,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
11/13/02 7:30,0.107,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
11/13/02 12:15,0.1082,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
11/13/02 13:15,0.1086,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2002
4/16/03 5:30,0.0564,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
4/16/03 6:30,0.0587,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
4/16/03 11:30,0.0596,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
4/16/03 12:30,0.0601,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
6/3/03 12:00,0.0437,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
6/3/03 13:00,0.0452,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
6/4/03 8:30,0.0194,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
6/4/03 9:30,0.0213,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
7/2/03 8:00,0.0103,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
7/2/03 9:00,0.0096,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
7/2/03 12:30,0.0099,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
7/2/03 13:30,0.0093,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
8/13/03 7:30,0.0147,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
8/13/03 8:30,0.0171,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
8/13/03 11:00,0.0196,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
8/13/03 12:00,0.0171,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
9/30/03 8:30,0.0178,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
9/30/03 9:30,0.0118,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
9/30/03 12:30,0.0192,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
9/30/03 13:30,0.0212,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/3/03 7:30,0.1237,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/3/03 8:30,0.0726,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/3/03 11:00,0.0727,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/3/03 12:00,0.0892,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/26/03 7:30,0.0655,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/26/03 8:30,0.0533,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/26/03 11:00,0.0781,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
11/26/03 12:00,0.1058,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2003
4/6/04 14:25,0.1123,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
4/6/04 15:25,0.1111,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
6/29/04 9:10,0.0362,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
6/29/04 10:10,0.0342,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
6/29/04 14:32,0.0246,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
6/29/04 15:32,0.0238,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
7/28/04 8:20,0.0245,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
7/28/04 9:20,0.0291,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
7/28/04 14:20,0.021,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
7/28/04 15:20,0.0174,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
8/27/04 9:48,0.0356,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
8/27/04 10:48,0.0538,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
8/27/04 15:22,0.0182,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
8/27/04 16:22,0.0404,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
10/25/04 10:29,0.0524,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
10/25/04 11:29,0.0392,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
10/25/04 14:40,0.0412,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
10/25/04 15:40,0.0435,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
11/23/04 9:48,0.1054,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
11/23/04 10:48,0.1027,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
11/23/04 13:40,0.0952,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
11/23/04 14:40,0.0931,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
12/21/04 8:50,0.1543,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
12/21/04 9:50,0.1447,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
12/21/04 13:00,0.1485,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
12/21/04 14:00,0.1574,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2004
4/28/05 9:50,0.0387,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
4/28/05 10:50,0.0637,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
4/28/05 14:33,0.0488,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
4/28/05 15:33,0.0556,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
5/18/05 8:45,0.0363,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
5/18/05 9:45,0.0546,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
5/18/05 13:20,0.0454,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
5/18/05 14:20,0.041,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
6/20/05 8:45,0.0929,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
6/20/05 9:45,0.0976,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
6/20/05 15:45,0.0459,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
6/20/05 16:45,0.0275,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
7/17/05 10:07,0.0661,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
7/17/05 11:07,0.0688,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
7/17/05 13:54,0.0559,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
7/17/05 14:54,0.0547,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
8/30/05 9:45,0.0286,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
8/30/05 10:45,0.0362,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
8/30/05 14:45,0.0496,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
9/28/05 9:05,0.0268,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
9/28/05 10:05,0.0675,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
9/28/05 14:27,0.048,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
9/28/05 15:27,0.1033,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
10/31/05 9:50,0.1001,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
10/31/05 10:50,0.1323,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
11/22/05 9:08,0.1573,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
11/22/05 10:08,0.149,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
11/22/05 14:10,0.1646,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
11/22/05 15:10,0.1482,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
12/14/05 10:10,0.1981,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
12/14/05 11:10,0.1829,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
12/14/05 15:13,0.1923,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
12/14/05 16:13,0.178,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2005
4/25/06 10:10,0.01,Nitrate + Nitrite,mg/l,GRBCML,GREAT BAY ESTUARY - COASTAL MARINE LABORATORY,GRBCML - Nitrate + Nitrite - mg/l,2006
